Пол;Возраст;Регион;Количество детей;Трудоустроен;Годовой доход;Отрасль
ж;66;Республика Тыва;2;0;0;NULL
м;24;Чукотский автономный округ;1;1;420098;Промышленное оборудование, техника, станки и комплектующие
м;32;Омская область;2;0;0;NULL
м;40;Ямало - Ненецкий автономный округ;0;1;377872;Продукты питания
ж;80;Республика Башкортостан;2;0;0;NULL
м;86;Санкт - Петербург;0;0;0;NULL
ж;40;Забайкальский край;1;1;387646;Промышленное оборудование, техника, станки и комплектующие
м;49;Кабардино - Балкарская Республика;0;0;0;NULL
м;52;Республика Бурятия;2;1;962304;Перевозки, логистика, склад, ВЭД
м;37;Ростовская область;2;1;166005;Сельское хозяйство
ж;32;Костромская область;2;1;87744;ЖКХ
ж;60;Калининградская область;0;0;0;NULL
м;14;Владимирская область;2;1;496566;Искусство, культура
ж;38;Ростовская область;1;0;0;NULL
ж;56;Московская область;1;0;0;NULL
ж;20;Волгоградская область;0;1;534849;Химическое производство, удобрения
м;14;Кабардино - Балкарская Республика;0;0;0;NULL
м;76;Республика Бурятия;1;0;0;NULL
ж;35;Республика Адыгея(Адыгея);1;0;0;NULL
м;68;Ульяновская область;1;0;0;NULL
ж;63;Республика Калмыкия;2;1;1971116;Металлургия, металлообработка
ж;71;Магаданская область;1;0;0;NULL
м;29;Ульяновская область;0;0;0;NULL
ж;88;Амурская область;2;1;2412240;Искусство, культура
ж;22;Удмуртская Республика;1;1;152046;Телекоммуникации, связь
ж;28;Иркутская область;2;1;74800;Финансовый сектор
